pdf,table_pages,table_names
pdfs/Botswana/2021/1BWAEA2021001.pdf,34,Table_3c._Botswana:_Central_Government_Operations:_201516–202627_1_(Percent_of_non-mineral_GDP)
pdfs/Brazil/2018/cr18253.pdf,,""
pdfs/Brazil/2019/1BRAEA2019001.pdf,,""
pdfs/Brazil/2020/1BRAEA2020002.pdf,46,"Table_3._Brazil:_Main_Fiscal_Aggregates_(in_percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Brazil/2021/1BRAEA2021001.pdf,45,"Table_3._Brazil:_Main_Fiscal_Aggregates_(in_percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Brunei Darussalam/2019/1BRNEA2019001.pdf,29,"Table_2._Brunei_Darussalam:_Budgetary_Central_Government_Developments,_201415–_"
pdfs/Brunei Darussalam/2021/1BRNEA2021001.pdf,33,"Table_2._Brunei_Darussalam:_Budgetary_Central_Government_Developments,_201617-_"
pdfs/Bulgaria/2018/cr1846.pdf,33,"Table_6a._Bulgaria:_General_Government_Operations,_2013–22_1_(Millions_of_leva,_unless_noted_otherwise)"
pdfs/Bulgaria/2018/cr1846.pdf,34,"Table_6b._Bulgaria:_General_Government_Operations,_2013–22_1_(Percent_of_GDP,_unless_noted_otherwise)"
pdfs/Bulgaria/2019/1BGREA2019001.pdf,31,"Table_5a._Bulgaria:_General_Government_Operations,_2015–24_1_(Millions_of_leva,_unless_otherwise_indicated)"
pdfs/Bulgaria/2019/1BGREA2019001.pdf,32,"Table_5b._Bulgaria:_General_Government_Operations,_2015–24_1_(Percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Bulgaria/2021/1BGREA2021001.pdf,34,"Table_4a._Bulgaria:_General_Government_Operations,_2017–25_1_(Millions_of_leva,_unless_otherwise_indicated)"
pdfs/Bulgaria/2021/1BGREA2021001.pdf,35,"Table_4b._Bulgaria:_General_Government_Operations,_2017–25_1_(Percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Burkina Faso/2018/cr1881.pdf,32,"Table_4a._Burkina_Faso:_Consolidated_Operations_of_the_Central_Government,_2015–21_(CFAF_billions)"
pdfs/Burkina Faso/2018/cr1881.pdf,33,"Table_4b._Burkina_Faso:_Consolidated_Operations_of_the_Central_Government,_2015–21_(In_percent_of_GDP)"
pdfs/Burkina Faso/2018/cr1881.pdf,34,"Table_4c._Burkina_Faso:_Consolidated_Operations_of_the_Central_Government,_2018_(CFAF_billions)"
pdfs/Burkina Faso/2019/1BFAEA2019001.pdf,29,"Table_5a._Burkina_Faso:_Consolidated_Operations_of_the_Central_Government,_2017–24_(CFAF_billions)"
pdfs/Burkina Faso/2019/1BFAEA2019001.pdf,30,"Table_5b._Burkina_Faso:_Consolidated_Operations_of_the_Central_Government,_2017–24_(In_percent_of_GDP)"
pdfs/Burkina Faso/2019/1BFAEA2019001.pdf,31,"Table_5c._Burkina_Faso:_Consolidated_Operations_of_the_Central_Government,_2019_(CFAF_billions)"
pdfs/Burkina Faso/2019/1BFAEA2019001.pdf,32,"Table_5d._Burkina_Faso:_Consolidated_Operations_of_the_Central_Government,_2020_(CFAF_billions)"
pdfs/Burkina Faso/2019/1BFAEA2019004.pdf,26,"Table_5a._Burkina_Faso:_Consolidated_Operations_of_the_Central_Government,_2017–24_(CFAF_billions)"
pdfs/Burkina Faso/2019/1BFAEA2019004.pdf,27,"Table_5b._Burkina_Faso:_Consolidated_Operations_of_the_Central_Government,_2017–24_(In_percent_of_GDP)"
pdfs/Burkina Faso/2019/1BFAEA2019004.pdf,28,"Table_5c._Burkina_Faso:_Consolidated_Operations_of_the_Central_Government,_2019_(CFAF_billions)"
pdfs/Burkina Faso/2019/1BFAEA2019004.pdf,29,"Table_5d._Burkina_Faso:_Consolidated_Operations_of_the_Central_Government,_2020_(CFAF_billions)"
pdfs/Burkina Faso/2019/cr1915-Burkina-Faso-A4.pdf,46,"Table_5a._Burkina_Faso:_Consolidated_Operations_of_the_Central_Government,_2017–23_(CFAF_billions)"
pdfs/Burkina Faso/2019/cr1915-Burkina-Faso-A4.pdf,47,"Table_5b._Burkina_Faso:_Consolidated_Operations_of_the_Central_Government,_2017–23_(percent_of_GDP)"
pdfs/Burkina Faso/2019/cr1915-Burkina-Faso-A4.pdf,48,"Table_5c._Burkina_Faso:_Consolidated_Operations_of_the_Central_Government,_2018_(CFAF_billions)"
pdfs/Burkina Faso/2019/cr1915-Burkina-Faso-A4.pdf,49,"Table_5d._Burkina_Faso:_Consolidated_Operations_of_the_Central_Government,_2019_(CFAF_billions)"
pdfs/Burkina Faso/2020/1BFAEA2020001.pdf,21,"Table_5a._Burkina_Faso:_Consolidated_Operations_of_the_Central_Government,_2018–25_(CFAF_billions)"
pdfs/Burkina Faso/2020/1BFAEA2020001.pdf,22,"Table_5b._Burkina_Faso:_Consolidated_Operations_of_the_Central_Government,_2018–25_(In_percent_of_GDP)"
pdfs/Burkina Faso/2020/1BFAEA2020002.pdf,28,"Table_5a._Burkina_Faso:_Consolidated_Operations_of_the_Central_Government,_2018–25_(CFAF_billions)"
pdfs/Burkina Faso/2020/1BFAEA2020002.pdf,29,"Table_5b._Burkina_Faso:_Consolidated_Operations_of_the_Central_Government,_2018–25_(In_percent_of_GDP)"
pdfs/Burkina Faso/2020/1BFAEA2020002.pdf,30,"Table_5c._Burkina_Faso:_Consolidated_Operations_of_the_Central_Government,_2019_(CFAF_billions)"
pdfs/Burkina Faso/2020/1BFAEA2020002.pdf,31,"Table_5d._Burkina_Faso:_Consolidated_Operations_of_the_Central_Government,_2020_(CFAF_billions)"
pdfs/Burundi/2020/1BDIEA2020001.pdf,,""
pdfs/Cabo Verde/2018/cr18104.pdf,29,"Table_4a._Cabo_Verde:_Statement_of_Operations_of_the_Central_Government,_2014–231_(Millions_of_Cabo_Verde_Escudos)"
pdfs/Cabo Verde/2018/cr18104.pdf,30,"Table_4b._Cabo_Verde:_Statement_of_Operations_of_the_Central_Government,_2014–231_(Percent_of_GDP)"
pdfs/Cabo Verde/2019/1CPVEA2019001.pdf,35,"Table_3a._Cabo_Verde:_Statement_of_Operations_of_the_Central_Government,_2015–24¹_(Millions_of_Cabo_Verde_Escudos)"
pdfs/Cabo Verde/2019/1CPVEA2019001.pdf,36,"Table_3b._Cabo_Verde:_Statement_of_Operations_of_the_Central_Government,_2015–24¹_(Percent_of_GDP)"
pdfs/Cabo Verde/2020/1CPVEA2020001.pdf,28,"Table_3a._Cabo_Verde:_Statement_of_Operations_of_the_Central_Government,_2017–24¹_(Millions_of_Cabo_Verde_Escudos)"
pdfs/Cabo Verde/2020/1CPVEA2020001.pdf,29,"Table_3b._Cabo_Verde:_Statement_of_Operations_of_the_Central_Government,_2017–24¹_(Percent_of_GDP)"
pdfs/Cabo Verde/2020/1CPVEA2020003.pdf,28,"Table_3a._Cabo_Verde:_Statement_of_Operations_of_the_Central_Government,_2017–25¹_(Millions_of_Cabo_Verde_Escudos)"
pdfs/Cabo Verde/2020/1CPVEA2020003.pdf,29,"Table_3b._Cabo_Verde:_Statement_of_Operations_of_the_Central_Government,_"
pdfs/Cabo Verde/2020/dsacr20136.pdf,15,"Table_3a._Cabo_Verde:_Statement_of_Operations_of_the_Central_Government,_2017–25¹_(Millions_of_Cabo_Verde_Escudos)"
pdfs/Cabo Verde/2020/dsacr20136.pdf,16,"Table_3b._Cabo_Verde:_Statement_of_Operations_of_the_Central_Government,_2017–25¹_(Percent_of_GDP)"
pdfs/Cabo Verde/2021/1CPVEA2021002.pdf,28,"Table_3a._Cabo_Verde:_Statement_of_Operations_of_the_Central_Government,_2018–26¹_(Millions_of_Cabo_Verde_Escudos)"
pdfs/Cabo Verde/2021/1CPVEA2021002.pdf,29,"Table_3b._Cabo_Verde:_Statement_of_Operations_of_the_Central_Government,_2018–26¹_(Percent_of_GDP)"
pdfs/Cabo Verde/2021/1CPVEA2021002.pdf,48,"review_(Table_2)._Under_the_PCI,_the_Government_has_enhanced_the_monitoring_of_the_financial_"
pdfs/Cabo Verde/2021/dsacr20297.pdf,,""
pdfs/Cambodia/2018/cr18369.pdf,37,"Table_4._Cambodia:_General_Government_Operations,_2013–23_(GFSM_2001)_"
pdfs/Cambodia/2019/1KHMEA2019001.pdf,36,"Table_4._Cambodia:_General_Government_Operations,_2015–24_(GFSM_2014)_"
pdfs/Cambodia/2021/1KHMEA2021002.pdf,33,"Table_4._Cambodia:_General_Government_Operations,_2017–26_(GFSM_2014)_"
pdfs/Cameroon/2018/cr1809.pdf,33,"Table_2a._Cameroon:_Central_Government_Operations,_2014–22_(CFAF_billions,_unless_otherwise_indicated)"
pdfs/Cameroon/2018/cr1809.pdf,34,"Table_2b._Cameroon:_Central_Government_Operations,_2014–22_(in_percent_of_GDP)"
pdfs/Cameroon/2018/cr18235.pdf,43,"Table_2a._Cameroon:_Central_Government_Operations,_2016–23_(CFAF_billions,_unless_otherwise_indicated)"
pdfs/Cameroon/2018/cr18235.pdf,44,"Table_2b._Cameroon:_Central_Government_Operations,_2016–23_(in_percent_of_GDP)"
pdfs/Cameroon/2018/cr18378.pdf,32,"Table_2a._Cameroon:_Central_Government_Operations,_2016–23_(CFAF_billion,_unless_otherwise_indicated)"
pdfs/Cameroon/2018/cr18378.pdf,33,"Table_2b._Cameroon:_Central_Government_Operations,_2016–23_(Percent_of_GDP)"
pdfs/Cameroon/2019/1CMREA2019001.pdf,32,"Table_2a._Cameroon:_Central_Government_Operations,_2016–24_(CFAF_billions,_unless_otherwise_indicated)"
pdfs/Cameroon/2019/1CMREA2019001.pdf,33,"Table_2b._Cameroon:_Central_Government_Operations,_2016–24_(In_percent_of_GDP)"
pdfs/Cameroon/2020/1CMREA2020001.pdf,34,"Table_2a._Cameroon:_Central_Government_Operations,_2017–24_(CFAF_billions)"
pdfs/Cameroon/2020/1CMREA2020001.pdf,35,"Table_2b._Cameroon:_Central_Government_Operations,_2017–24_(Percent_of_GDP)"
pdfs/Cameroon/2020/dsacr20185.pdf,16,"Table_2a._Cameroon:_Central_Government_Operations,_2018–25_(CFAF_billion,_unless_otherwise_indicated)"
pdfs/Cameroon/2020/dsacr20185.pdf,17,"Table_2b._Cameroon:_Central_Government_Operations,_2018–25_(In_percent_of_GDP)"
pdfs/Canada/2018/cr18221.pdf,49,"Table_3._Canada:_General_Government_Fiscal_Indicators,_2015–23_1_(Percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Canada/2018/cr18221.pdf,50,"Table_4._Canada:_Statement_of_General_Government_Operations_and_Balance_Sheet,_"
pdfs/Canada/2021/1CANEA2021001.pdf,47,"Table_3._Canada:_General_Government_Fiscal_Indicators,_2016–26_1_(Percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Canada/2021/1CANEA2021001.pdf,48,"Table_4._Canada:_Statement_of_General_Government_Operations_and_Balance_Sheet,_2012_–2019_1_(Percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Central African Republic/2018/cr18214.pdf,21,"Table_2a._Central_African_Republic:_Central_Government_Financial_Operations,_2016–23_(CFAF_billions)"
pdfs/Central African Republic/2018/cr18214.pdf,22,"Table_2b._Central_African_Republic:_Central_Government_Financial_Operations,_2016–23_(In_percent_of_GDP)"
pdfs/Central African Republic/2018/cr18380.pdf,31,"Table_2a._Central_African_Republic:_Central_Government_Financial_Operations,_2016–23_(CFAF_billions)"
pdfs/Central African Republic/2018/cr18380.pdf,32,"Table_2b._Central_African_Republic:_Central_Government_Financial_Operations,_2016–23_(In_percent_of_GDP)"
pdfs/Central African Republic/2019/1CAFEA2019001.pdf,25,"Table_2a._Central_African_Republic:_Central_Government_Financial_Operations,_2017–24_(CFAF_billions)"
pdfs/Central African Republic/2019/1CAFEA2019001.pdf,26,"Table_2b._Central_African_Republic:_Central_Government_Financial_Operations,_2017–24_(Percent_GDP)"
pdfs/Central African Republic/2020/1CAFEA2020001.pdf,31,"Table_2a._Central_African_Republic:_Central_Government_Financial_Operations,_2017–24_(Billions_of_CFAF)"
pdfs/Central African Republic/2020/1CAFEA2020001.pdf,32,"Table_2b._Central_African_Republic:_Central_Government_Financial_Operations,_2017–24_(Percent_of_GDP)"
pdfs/Central African Republic/2020/1CAFEA2020002.pdf,16,"Table_2a._Central_African_Republic:_Central_Government_Financial_Operations,_2018–25_(Billions_of_CFAF)"
pdfs/Central African Republic/2020/1CAFEA2020002.pdf,17,"Table_2b._Central_African_Republic:_Central_Government_Financial_Operations,_2018–25_(Percent_of_GDP)"
pdfs/Central African Republic/2021/1CAFEA2021002.pdf,26,"Table_2a._Central_African_Republic:_Central_Government_Financial_Operations,_2018–25_(Billions_of_CFAF)"
pdfs/Central African Republic/2021/1CAFEA2021002.pdf,27,"Table_2b._Central_African_Republic:_Central_Government_Operations,_2018–25_(Percent_of_GDP)"
pdfs/Central African Republic/2022/1CAFEA2022002.pdf,26,"Table_2a._Central_African_Republic:_Central_Government_Financial_Operations,_2019_–2026_(Billions_CFAF)"
pdfs/Central African Republic/2022/1CAFEA2022002.pdf,27,"Table_2b._Central_African_Republic:_Central_Government_Financial_Operations,_2019_–2026_(Percent_GDP)"
pdfs/Central African Republic/2022/1CAFEA2022002.pdf,28,"Table_2c._Central_African_Republic:_Central_Government_Financial_Operations,_Quarterly_Fiscal_"
pdfs/Chad/2018/cr18108.pdf,30,"Table_2._Chad:_Fiscal_Operations_of_the_Central_Government,_2015–21_(In_billions_of_CFAF,_unless_otherwise_indicated)"
pdfs/Chad/2018/cr18108.pdf,31,"Table_3._Chad:_Fiscal_Operations_of_the_Central_Government,_2015–21_(In_percent_of_non-oil_GDP,_unless_otherwise_indicated)"
pdfs/Chad/2018/cr18260.pdf,20,"Table_2._Chad:_Fiscal_Operations_of_the_Central_Government,_2015-21_(In_billions_of_CFAF,_unless_otherwise_indicated)"
pdfs/Chad/2018/cr18260.pdf,21,"Table_3._Chad:_Fiscal_Operations_of_the_Central_Government,_2015-21_(In_percent_of_non-oil_GDP,_unless_otherwise_indicated)"
pdfs/Chad/2019/1TCDEA2019002.pdf,36,"Table_2._Chad:_Fiscal_Operations_of_the_Central_Government,_2017–23_(In_billions_of_CFAF,_unless_otherwise_indicated)"
pdfs/Chad/2019/1TCDEA2019002.pdf,37,"Table_3._Chad:_Fiscal_Operations_of_the_Central_Government,_2017–23_(Percent_of_non-oil_GDP,_unless_otherwise_indicated)"
pdfs/Chad/2019/1TCDEA2019004.pdf,27,"Table_2._Chad:_Fiscal_Operations_of_the_Central_Government,_2017–23_(In_billions_of_CFAF,_unless_otherwise_indicated)"
pdfs/Chad/2019/1TCDEA2019004.pdf,28,"Table_3._Chad:_Fiscal_Operations_of_the_Central_Government,_2017–23_(Percent_of_non-oil_GDP,_unless_otherwise_indicated)"
pdfs/Chad/2019/cr1925-Chad.pdf,22,"Table_2._Chad:_Fiscal_Operations_of_the_Central_Government,_2016-22_(In_billions_of_CFAF,_unless_otherwise_indicated)"
pdfs/Chad/2019/cr1925-Chad.pdf,23,"Table_3._Chad:_Fiscal_Operations_of_the_Central_Government,_2016-22_(Percent_of_non-oil_GDP,_unless_otherwise_indicated)"
pdfs/Chad/2020/1TCDEA2020001.pdf,18,"Table_2._Chad:_Fiscal_Operations_of_the_Central_Government,_2017–21_(In_billions_of_CFAF,_unless_otherwise_indicated)"
pdfs/Chad/2020/1TCDEA2020001.pdf,19,"Table_3._Chad:_Fiscal_Operations_of_the_Central_Government,_2017–21_(Percent_of_non-oil_GDP,_unless_otherwise_indicated)"
pdfs/Chad/2020/dsacr20231.pdf,17,"Table_2._Chad:_Fiscal_Operations_of_the_Central_Government,_2019–21_(In_billions_of_CFAF,_unless_otherwise_indicated)"
pdfs/Chad/2020/dsacr20231.pdf,18,"Table_3._Chad:_Fiscal_Operations_of_the_Central_Government,_2019–21_(Percent_of_non-oil_GDP,_unless_otherwise_indicated)"
pdfs/Chad/2021/1TCDEA2021001.pdf,40,"Table_2._Chad:_Fiscal_Operations_of_the_Central_Government,_2019-2025_(billions_of_CFAF,_unless_otherwise_indicated)"
pdfs/Chad/2021/1TCDEA2021001.pdf,41,"Table_3._Chad:_Fiscal_Operations_of_the_Central_Government,_2019-2025_(Percent_of_non-oil_GDP,_unless_otherwise_indicated)"
pdfs/Chile/2018/cr18311-Chile-Bundle.pdf,37,Table_2._Chile:_Summary_Operations_of_the_Central_Government_(In_percent_of_GDP;_unless_otherwise_specified)
pdfs/Chile/2019/1CHLEA2019001.pdf,,""
pdfs/Chile/2020/1CHLEA2020003.pdf,41,Table_2._Chile:_Summary_Operations_of_the_Central_Government_(In_percent_of_GDP;_unless_otherwise_specified)
pdfs/Chile/2021/1CHLEA2021001.pdf,41,Table_2._Chile:_Summary_Operations_of_the_Central_Government_(In_percent_of_GDP;_unless_otherwise_specified)
pdfs/Chile/2021/1CHLEA2021003.pdf,33,Table_2._Chile:_Summary_Operations_of_the_Central_Government_(In_percent_of_GDP;_unless_otherwise_specified)
pdfs/Chile/2021/1CHLEA2021004.pdf,,""
"pdfs/China, People's Republic of/2018/cr18240.pdf",51,Table_5._China:_General_Government_Fiscal_Data_
"pdfs/China, People's Republic of/2019/1CHNEA2019003.pdf",59,Table_5._China:_General_Government_Fiscal_Data_
"pdfs/China, People's Republic of/2021/1CHNEA2021001.pdf",64,Table_5._China:_General_Government_Fiscal_Data_
"pdfs/China, People's Republic of/2022/1CHNEA2022001.pdf",58,Table_2._China:_General_Government_Fiscal_Data_
pdfs/Colombia/2018/cr18128-ColombiaBundle.pdf,40,"Table_3._Colombia:_Operations_of_the_Central_Government_1_(In_percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Colombia/2018/cr18128-ColombiaBundle.pdf,41,"Table_4._Colombia:_Operations_of_the_Combined_Public_Sector_1_(In_percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Colombia/2018/cr18150-ColombiaBundle.pdf,34,"Table_4._Colombia:_Operations_of_the_Central_Government_1_(In_percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Colombia/2018/cr18150-ColombiaBundle.pdf,35,"Table_5._Colombia:_Operations_of_the_Combined_Public_Sector_1_(In_percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Colombia/2020/1COLEA2020004.pdf,44,"Table_4._Colombia:_Operations_of_the_Central_Government_1_(In_percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Colombia/2020/1COLEA2020004.pdf,45,"Table_5._Colombia:_Operations_of_the_Combined_Public_Sector_1_(In_percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Colombia/2021/1COLEA2021001.pdf,36,"Table_3._Colombia:_Operations_of_the_Central_Government_1_(In_percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Colombia/2021/1COLEA2021001.pdf,37,"Table_4._Colombia:_Operations_of_the_Combined_Public_Sector_1_(In_percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Colombia/2021/1COLEA2021003.pdf,33,"Table_4._Colombia:_Operations_of_the_Central_Government_1_(In_percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Colombia/2021/1COLEA2021003.pdf,34,"Table_5._Colombia:_Operations_of_the_Combined_Public_Sector_1_(In_percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Colombia/2022/1COLEA2022002.pdf,36,Table_3._Colombia:_Operations_of_the_Central_Government_1_
pdfs/Colombia/2022/1COLEA2022002.pdf,37,Table_3._Colombia:_Operations_of_the_Central_Government_1_
pdfs/Colombia/2022/1COLEA2022002.pdf,36,"Table_4._Colombia:_Operations_of_the_Combined_Public_Sector_1_(In_percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Colombia/2022/1COLEA2022004.pdf,38,"Table_4._Colombia:_Operations_of_the_Central_Government,_2017-27_1_(In_percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Colombia/2022/1COLEA2022004.pdf,39,"Table_5._Colombia:_Operations_of_the_Combined_Public_Sector,_2017-27_1_(In_percent_of_GDP,_unless_otherwise_indicated)"
"pdfs/Comoros, Union of the/2018/cr18189.pdf",29,"Table_2a._Comoros:_Consolidated_Government_Financial_Operations,_2015–23_(in_millions_of_Comorian_francs,_unless_otherwise_specified)"
"pdfs/Comoros, Union of the/2018/cr18189.pdf",30,"Table_2b._Comoros:_Consolidated_Government_Financial_Operations,_2015–23_(In_percent_of_GDP,_unless_otherwise_specified)"
"pdfs/Comoros, Union of the/2019/1COMEA2019001.pdf",22,"Table_2a._Comoros:_Consolidated_Government_Financial_Operations,_2016-25_(In_millions_of_Comorian_francs,_unless_otherwise_indicated)"
"pdfs/Comoros, Union of the/2019/1COMEA2019001.pdf",23,"Table_2b._Comoros:_Consolidated_Government_Financial_Operations,_2016-25_(In_percent_of_GDP,_unless_otherwise_indicated)"
"pdfs/Comoros, Union of the/2020/1COMEA2020001.pdf",17,"Table_2a._Comoros:_Consolidated_Government_Financial_Operations,_2016-2025_(In_millions_of_Comorian_francs,_cumulative;_unless_otherwise_indicated)"
"pdfs/Comoros, Union of the/2020/1COMEA2020001.pdf",18,"Table_2b._Comoros:_Consolidated_Government_Financial_Operations,_2016-2025_(In_percent_of_GDP,_cumulative;_unless_otherwise_indicated)"
"pdfs/Comoros, Union of the/2020/dsacr20198.pdf",25,"Table_2a._Comoros:_Consolidated_Government_Financial_Operations,_2016–25_"
"pdfs/Comoros, Union of the/2020/dsacr20198.pdf",26,"Table_2b._Comoros:_Consolidated_Government_Financial_Operations,_2016–25_"
"pdfs/Comoros, Union of the/2020/dsacr20198.pdf",31,"Table_6a._Comoros:_Consolidated_Government_Financial_Operations,_2016–25_"
"pdfs/Comoros, Union of the/2020/dsacr20198.pdf",32,"Table_6b._Comoros:_Consolidated_Government_Financial_Operations,_2016–25_"
"pdfs/Comoros, Union of the/2022/1COMEA2022001.pdf",25,"Table_6a._Comoros:_Consolidated_Government_Financial_Operations,_2018_–26_"
"pdfs/Comoros, Union of the/2022/1COMEA2022001.pdf",26,"Table_6b._Comoros:_Consolidated_Government_Financial_Operations,_2018–26_"
"pdfs/Congo, Democratic Republic of the/2019/1CODEA2019001.pdf",29,"Table_2a._Democratic_Republic_of_the_Congo:_Central_Government_Financial_Operations,_"
"pdfs/Congo, Democratic Republic of the/2019/1CODEA2019001.pdf",30,Table_2b._Democratic_Republic_of_the_Congo:_Central_Government_Financial_Operations_
"pdfs/Congo, Democratic Republic of the/2019/1CODEA2019003.pdf",25,"Table_2a._Democratic_Republic_of_the_Congo:_Central_Government_Financial_Operations,_2016–2020_(billions_of_CDF)"
"pdfs/Congo, Democratic Republic of the/2019/1CODEA2019003.pdf",26,"Table_2b._Democratic_Republic_of_the_Congo:_Central_Government_Financial_Operations,_2016–2020_(percent_of_GDP)"
"pdfs/Congo, Democratic Republic of the/2020/1CODEA2020001.pdf",16,"Table_2a._Democratic_Republic_of_the_Congo:_Central_Government_Financial_Operations,_2017–_"
"pdfs/Congo, Democratic Republic of the/2020/1CODEA2020001.pdf",17,"Table_2b._Democratic_Republic_of_the_Congo:_Central_Government_Financial_Operations,_"
"pdfs/Congo, Democratic Republic of the/2021/1CODEA2021002.pdf",28,"Table_2a._Democratic_Republic_of_the_Congo:_Central_Government_Financial_Operations,_"
"pdfs/Congo, Democratic Republic of the/2021/1CODEA2021002.pdf",29,"Table_2b._Democratic_Republic_of_the_Congo:_Central_Government_Financial_Operations,_"
